Trial ID,Test Method,Item ID,Item Format,Item Brand,Item Name,Item Description Refined,Material Class I,Material Class II,Material Class III,% Residuals (Mass),% Residuals (Area),Technology
CASP006-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP001-01,Bulk Dose,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Covered or Extended Aerated Static Pile
IV002-01,Bulk Dose,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.011,0.0,In-Vessel
WR004-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.949,,Windrow
WR004-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.595,,Windrow
WR004-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,1.053,,Windrow
WR004-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.998,,Windrow
WR004-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.73,,Windrow
WR005-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.253,0.033,Windrow
WR005-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.041,0.012,Windrow
WR005-01,Mesh Bag,P,Biopolymer Bag,Brand H,Bin Liner Bag 2.5 gal,Bin Liner Bag 2.5 gal,Biopolymer,Biopolymer Film/Bag,PBAT & Other Multilaminate Film,0.0,0.0,Windrow
ASP001-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.798,0.394,Aerated Static Pile
ASP001-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.189,0.08,Aerated Static Pile
ASP001-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.242,0.1,Aerated Static Pile
ASP001-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.055,0.028,Aerated Static Pile
ASP001-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.461,0.163,Aerated Static Pile
ASP001-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.78,0.434,Aerated Static Pile
ASP001-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.337,0.165,Aerated Static Pile
ASP001-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.283,0.17,Aerated Static Pile
ASP001-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.881,0.424,Aerated Static Pile
ASP001-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.955,0.443,Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.27,0.15,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.43,0.141,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.412,0.122,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.499,0.164,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.122,0.034,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.131,0.045,Covered or Extended Aerated Static Pile
CASP004-02,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.891,0.406,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.891,0.406,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,1.076,0.357,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,1.076,0.357,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.975,0.314,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.975,0.314,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,1.008,0.248,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,1.008,0.248,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.856,0.224,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.856,0.224,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,1.066,0.354,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,1.066,0.354,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,1.226,0.326,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,1.226,0.326,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.808,0.233,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.808,0.233,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.841,0.255,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.841,0.255,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.632,0.162,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.632,0.162,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.883,0.345,Covered or Extended Aerated Static Pile
CASP005-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.883,0.345,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.581,0.351,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.581,0.351,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.614,0.419,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.614,0.419,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.059,0.028,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.059,0.028,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.064,0.025,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.064,0.025,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.382,0.107,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.382,0.107,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.911,0.483,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.911,0.483,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,1.373,0.509,Covered or Extended Aerated Static Pile
CASP006-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,1.373,0.509,Covered or Extended Aerated Static Pile
EASP001-01,Bulk Dose,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.026,0.003,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.126,0.038,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.408,0.093,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.027,0.007,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.302,0.101,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.257,0.057,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.085,0.034,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.24,0.082,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.159,0.066,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.214,0.044,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.182,0.039,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.027,0.005,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.0,0.0,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.36,0.128,Covered or Extended Aerated Static Pile
EASP002-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.207,0.106,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.983,0.573,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.855,0.485,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.391,0.135,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.146,0.075,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.313,0.118,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.313,0.142,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.186,0.082,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.489,0.25,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.235,0.138,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.717,0.463,Covered or Extended Aerated Static Pile
EASP003-01,Mesh Bag,K3,Positive Control - Film,Brand H,Cellulose Bag Control,Cellulose bag CONTROL,Positive Control,Positive Control - Film,Positive Control - Cellulose Film,0.835,0.463,Covered or Extended Aerated Static Pile
