facility_ID,trial_ID,bag_ID,item_ID,trial_stage,mass_resid_%,sa_resid_%,treated_mass_resid_%
7,CASP004-01,C-1,37,Second Removal,0.0,,
7,CASP004-01,C-2,37,Second Removal,250.33,,
7,CASP004-01,C-3,37,Second Removal,138.51,,
7,CASP004-01,C-4,37,Second Removal,0.0,,
7,CASP004-01,C-5,37,Second Removal,99.78,,
7,CASP004-01,C-6,37,Second Removal,124.51,,
7,CASP004-01,C-1,38,Second Removal,0.0,,
7,CASP004-01,C-2,38,Second Removal,0.0,,
7,CASP004-01,C-3,38,Second Removal,0.0,,
7,CASP004-01,C-4,38,Second Removal,0.0,,
7,CASP004-01,C-5,38,Second Removal,105.18,,
7,CASP004-01,C-6,38,Second Removal,115.94,,
7,CASP004-01,C-1,38,Second Removal,0.0,,
7,CASP004-01,C-2,38,Second Removal,0.0,,
7,CASP004-01,C-3,38,Second Removal,0.0,,
7,CASP004-01,C-4,38,Second Removal,0.0,,
7,CASP004-01,C-5,38,Second Removal,105.18,,
7,CASP004-01,C-6,38,Second Removal,115.94,,
7,CASP004-01,B-1,40,Second Removal,0.0,,
7,CASP004-01,B-2,40,Second Removal,0.0,,
7,CASP004-01,B-3,40,Second Removal,0.0,,
7,CASP004-01,B-4,40,Second Removal,0.0,,
7,CASP004-01,B-5,40,Second Removal,0.0,,
7,CASP004-01,B-6,40,Second Removal,67.81,,
7,CASP004-01,B-1,40,Second Removal,0.0,,
7,CASP004-01,B-2,40,Second Removal,0.0,,
7,CASP004-01,B-3,40,Second Removal,0.0,,
7,CASP004-01,B-4,40,Second Removal,0.0,,
7,CASP004-01,B-5,40,Second Removal,0.0,,
7,CASP004-01,B-6,40,Second Removal,67.81,,
7,CASP004-01,A-1,10,Second Removal,0.0,,
7,CASP004-01,A-2,10,Second Removal,96.21,,
7,CASP004-01,A-3,10,Second Removal,0.0,,
7,CASP004-01,A-4,10,Second Removal,262.76,,
7,CASP004-01,A-5,10,Second Removal,0.0,,
7,CASP004-01,A-6,10,Second Removal,0.0,,
7,CASP004-01,A-1,10,Second Removal,0.0,,
7,CASP004-01,A-2,10,Second Removal,96.21,,
7,CASP004-01,A-3,10,Second Removal,0.0,,
7,CASP004-01,A-4,10,Second Removal,262.76,,
7,CASP004-01,A-5,10,Second Removal,0.0,,
7,CASP004-01,A-6,10,Second Removal,0.0,,
7,CASP004-01,B-1,61,Second Removal,0.0,,
7,CASP004-01,B-2,61,Second Removal,0.0,,
7,CASP004-01,B-3,61,Second Removal,67.07,,
7,CASP004-01,B-4,61,Second Removal,156.1,,
7,CASP004-01,B-5,61,Second Removal,0.0,,
7,CASP004-01,B-6,61,Second Removal,102.44,,
7,CASP004-01,B-1,61,Second Removal,0.0,,
7,CASP004-01,B-2,61,Second Removal,0.0,,
7,CASP004-01,B-3,61,Second Removal,67.07,,
7,CASP004-01,B-4,61,Second Removal,156.1,,
7,CASP004-01,B-5,61,Second Removal,0.0,,
7,CASP004-01,B-6,61,Second Removal,102.44,,
11,AD001-01,AD T10 H7,5,Second Removal,0.0,,
11,AD001-01,AD T7 H3,5,Second Removal,11.71,,
11,AD001-01,AD T8 H1,5,Second Removal,9.25,,
11,AD001-01,AD T8 L3,5,Second Removal,6.15,,
11,AD001-01,AD T10 H8,1,Second Removal,0.0,,
11,AD001-01,AD T7 H4,1,Second Removal,171.63,,
11,AD001-01,AD T8 H2,1,Second Removal,55.61,,
11,AD001-01,AD T8 L4,1,Second Removal,156.77,,
11,AD001-01,ST R3 L2,1,Second Removal,103.01,,
11,AD001-01,AD T10 H7,64,Second Removal,82.45,,
11,AD001-01,AD T7 H3,64,Second Removal,1145.63,,
11,AD001-01,AD T8 H1,64,Second Removal,295.88,,
11,AD001-01,AD T10 L7,64,Second Removal,198.0,,
11,AD001-01,AD T7 L5,64,Second Removal,0.0,,
11,AD001-01,AD T8 L3,64,Second Removal,0.0,,
11,AD001-01,AD T10 H8,67,Second Removal,0.0,,
11,AD001-01,AD T7 H4,67,Second Removal,29.78,,
11,AD001-01,AD T8 H2,67,Second Removal,27.27,,
11,AD001-01,AD T8 L4,67,Second Removal,14.58,,
11,AD001-01,ST R3 L2,67,Second Removal,14.85,,
11,AD001-01,AD T10 H8,68,Second Removal,14.95,,
11,AD001-01,AD T7 H4,68,Second Removal,22.69,,
11,AD001-01,AD T8 H2,68,Second Removal,0.0,,
11,AD001-01,AD T8 L4,68,Second Removal,41.08,,
11,AD001-01,ST R3 L2,68,Second Removal,51.2,,
11,AD001-01,AD T10 H7,77,Second Removal,17.75,,
11,AD001-01,AD T7 H3,77,Second Removal,51.87,,
11,AD001-01,AD T8 H1,77,Second Removal,0.0,,
11,AD001-01,AD T10 L7,77,Second Removal,56.24,,
11,AD001-01,AD T7 L5,77,Second Removal,25.18,,
11,AD001-01,AD T8 L3,77,Second Removal,0.0,,
11,AD001-01,AD T10 H7,63,Second Removal,27.08,,
11,AD001-01,AD T7 H3,63,Second Removal,477.0,,
11,AD001-01,AD T8 H1,63,Second Removal,701.0,,
11,AD001-01,AD T10 L7,63,Second Removal,595.0,,
11,AD001-01,AD T7 L5,63,Second Removal,71.0,,
11,AD001-01,AD T8 L3,63,Second Removal,0.0,,
11,AD001-01,AD T10 H8,69,Second Removal,0.0,,
11,AD001-01,AD T7 H4,69,Second Removal,84.16,,
11,AD001-01,AD T8 H2,69,Second Removal,46.24,,
11,AD001-01,AD T10 L8,69,Second Removal,73.2,,
11,AD001-01,AD T8 L4,69,Second Removal,42.64,,
11,AD001-01,AD T10 H7,70,Second Removal,44.96,,
11,AD001-01,AD T7 H3,70,Second Removal,59.36,,
11,AD001-01,AD T10 L7,70,Second Removal,61.14,,
11,AD001-01,AD T7 L5,70,Second Removal,31.67,,
11,AD001-01,AD T10 L7,5,Second Removal,30.91,,
11,AD001-01,AD T7 L5,5,Second Removal,114.97,,
11,AD001-01,AD T10 H8,71,Second Removal,0.0,,
11,AD001-01,AD T7 H4,71,Second Removal,110.75,,
11,AD001-01,AD T8 H2,71,Second Removal,0.0,,
11,AD001-01,AD T8 L4,71,Second Removal,52.17,,
11,AD001-01,ST R3 L2,71,Second Removal,305.92,,
11,AD001-01,AD T10 H7,72,Second Removal,0.0,,
11,AD001-01,AD T7 H3,72,Second Removal,253.64,,
11,AD001-01,AD T8 H1,72,Second Removal,157.66,,
11,AD001-01,AD T10 L7,72,Second Removal,0.0,,
11,AD001-01,AD T7 L5,72,Second Removal,153.57,,
11,AD001-01,AD T8 L3,72,Second Removal,179.44,,
11,AD001-01,AD T10 H8,73,Second Removal,127.97,,
11,AD001-01,AD T7 H4,73,Second Removal,191.26,,
11,AD001-01,AD T8 H2,73,Second Removal,0.0,,
11,AD001-01,AD T8 L4,73,Second Removal,90.42,,
11,AD001-01,ST R3 L2,73,Second Removal,264.01,,
11,AD001-01,AD T10 H8,74,Second Removal,0.0,,
11,AD001-01,AD T7 H4,74,Second Removal,275.98,,
11,AD001-01,AD T8 H2,74,Second Removal,136.05,,
11,AD001-01,AD T8 L4,74,Second Removal,136.45,,
11,AD001-01,ST R3 L2,74,Second Removal,14299.48,,
11,AD001-01,AD T10 H7,66,Second Removal,8955.15,,
11,AD001-01,AD T7 H3,66,Second Removal,19416.49,,
11,AD001-01,AD T8 H1,66,Second Removal,5910.31,,
11,AD001-01,AD T10 L7,66,Second Removal,0.0,,
11,AD001-01,AD T7 L5,66,Second Removal,6771.65,,
11,AD001-01,AD T8 L3,66,Second Removal,849.91,,
11,AD001-01,AD T10 H7,75,Second Removal,330.96,,
11,AD001-01,AD T10 H8,75,Second Removal,351.78,,
11,AD001-01,AD T7 H3,75,Second Removal,237.8,,
11,AD001-01,AD T7 H4,75,Second Removal,412.29,,
11,AD001-01,AD T8 H1,75,Second Removal,264.26,,
11,AD001-01,AD T8 H2,75,Second Removal,0.0,,
11,AD001-01,AD T10 L7,75,Second Removal,82.74,,
11,AD001-01,AD T7 L5,75,Second Removal,323.92,,
11,AD001-01,AD T8 L3,75,Second Removal,230.77,,
11,AD001-01,AD T8 L4,75,Second Removal,321.67,,
11,AD001-01,ST R3 L2,75,Second Removal,74.56,,
11,AD001-01,AD T10 H7,76,Second Removal,105.0,,
11,AD001-01,AD T7 H3,76,Second Removal,79.86,,
11,AD001-01,AD T8 H1,76,Second Removal,36.58,,
11,AD001-01,AD T10 L7,76,Second Removal,4.1,,
11,AD001-01,AD T7 L5,76,Second Removal,37.98,,
13,CASP001-01,ST R1 H8,1,Second Removal,0.0,,0.0
13,CASP001-01,ST R1 H8,67,Second Removal,109.14,,96.5
13,CASP001-01,ST R1 H8,68,Second Removal,47.1,,42.74
13,CASP001-01,ST R1 H8,69,Second Removal,0.0,,0.0
13,CASP001-01,ST R1 H8,71,Second Removal,0.0,,0.0
13,CASP001-01,ST R1 H8,73,Second Removal,6.64,,6.28
13,CASP001-01,ST R1 H8,74,Second Removal,0.0,,0.0
13,CASP001-01,ST R1 H8,75,Second Removal,6.59,,6.06
13,CASP001-01,ST R1 L5,5,Second Removal,0.0,,0.0
13,CASP001-01,ST R1 L5,64,Second Removal,0.0,,0.0
13,CASP001-01,ST R1 L5,77,Second Removal,0.0,,0.0
13,CASP001-01,ST R1 L5,63,Second Removal,0.0,,0.0
13,CASP001-01,ST R1 L5,70,Second Removal,13.79,,12.22
13,CASP001-01,ST R1 L5,72,Second Removal,0.0,,0.0
13,CASP001-01,ST R1 L5,66,Second Removal,0.0,,0.0
13,CASP001-01,ST R1 L5,75,Second Removal,0.0,,0.0
13,CASP001-01,ST R1 L5,76,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H3,5,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H3,64,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H3,77,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H3,63,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H3,70,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H3,72,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H3,66,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H3,75,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H3,76,Second Removal,64.99,,58.48
13,CASP001-01,ST R2 H4,1,Second Removal,71.6,,66.99
13,CASP001-01,ST R2 H4,67,Second Removal,67.59,,65.09
13,CASP001-01,ST R2 H4,68,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H4,69,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H4,71,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H4,73,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H4,74,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 H4,75,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 L5,5,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 L5,64,Second Removal,623.92,,529.36
13,CASP001-01,ST R2 L5,77,Second Removal,109.47,,82.46
13,CASP001-01,ST R2 L5,63,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 L5,70,Second Removal,378.8,,324.77
13,CASP001-01,ST R2 L5,72,Second Removal,254.13,,200.66
13,CASP001-01,ST R2 L5,66,Second Removal,256.94,,230.49
13,CASP001-01,ST R2 L5,75,Second Removal,179.27,,140.15
13,CASP001-01,ST R2 L5,76,Second Removal,514.73,,440.15
13,CASP001-01,ST R2 L8,1,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 L8,67,Second Removal,241.18,,154.78
13,CASP001-01,ST R2 L8,68,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 L8,69,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 L8,71,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 L8,73,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 L8,74,Second Removal,0.0,,0.0
13,CASP001-01,ST R2 L8,75,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H2,1,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H2,67,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H2,68,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H2,69,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H2,71,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H2,73,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H2,74,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H2,75,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H7,5,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H7,64,Second Removal,31.0,,17.0
13,CASP001-01,ST R3 H7,77,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H7,63,Second Removal,190.0,,154.0
13,CASP001-01,ST R3 H7,70,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H7,72,Second Removal,129.0,,105.0
13,CASP001-01,ST R3 H7,66,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H7,75,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 H7,76,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L1,5,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L1,64,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L1,77,Second Removal,65.15,,46.15
13,CASP001-01,ST R3 L1,63,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L1,70,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L1,72,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L1,66,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L1,75,Second Removal,1362.37,,1164.43
13,CASP001-01,ST R3 L1,76,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L2,1,Second Removal,1306.7,,1110.31
13,CASP001-01,ST R3 L2,67,Second Removal,550.52,,508.76
13,CASP001-01,ST R3 L2,68,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L2,69,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L2,71,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L2,73,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L2,74,Second Removal,0.0,,0.0
13,CASP001-01,ST R3 L2,75,Second Removal,0.0,,0.0
14,CASP003-01,A1,11,Second Removal,0.0,,
14,CASP003-01,A2,11,Second Removal,0.0,,
14,CASP003-01,A3,11,Second Removal,0.0,,
14,CASP003-01,A1,75,Second Removal,160.0,,
14,CASP003-01,A2,75,Second Removal,140.0,,
14,CASP003-01,A3,75,Second Removal,180.0,,
14,CASP003-01,A1,62,Second Removal,100.0,,
14,CASP003-01,A2,62,Second Removal,100.0,,
14,CASP003-01,A3,62,Second Removal,162.5,,
14,CASP003-01,C1,30,Second Removal,366.67,,
14,CASP003-01,C2,30,Second Removal,433.33,,
14,CASP003-01,C3,30,Second Removal,422.22,,
14,CASP003-01,A1,5,Second Removal,0.0,,
14,CASP003-01,A2,5,Second Removal,0.0,,
14,CASP003-01,A3,5,Second Removal,0.0,,
14,CASP003-01,A1,7,Second Removal,114.29,,
14,CASP003-01,A2,7,Second Removal,148.57,,
14,CASP003-01,A3,7,Second Removal,152.78,,
14,CASP003-01,A1,10,Second Removal,100.0,,
14,CASP003-01,A2,10,Second Removal,138.46,,
14,CASP003-01,A3,10,Second Removal,223.08,,
14,CASP003-01,A1,8,Second Removal,60.0,,
14,CASP003-01,A2,8,Second Removal,0.0,,
14,CASP003-01,A3,8,Second Removal,0.0,,
14,CASP003-01,B1,32,Second Removal,107.14,,
14,CASP003-01,B2,32,Second Removal,107.14,,
14,CASP003-01,B3,32,Second Removal,107.14,,
14,CASP003-01,A1,65,Second Removal,103.7,,
14,CASP003-01,A2,65,Second Removal,130.77,,
14,CASP003-01,A3,65,Second Removal,177.78,,
12,OWR001-01,BL1,1,Second Removal,63.22,,57.23
12,OWR001-01,CL3,1,Second Removal,49.77,,49.62
12,OWR001-01,E2,1,Second Removal,59.16,,52.21
12,OWR001-01,E4,1,Second Removal,58.86,,51.24
12,OWR001-01,H2,1,Second Removal,118.46,,108.41
12,OWR001-01,H5,1,Second Removal,115.58,,106.78
12,OWR001-01,BL1,5,Second Removal,0.0,,0.0
12,OWR001-01,CL3,5,Second Removal,0.0,,0.0
12,OWR001-01,H1,5,Second Removal,0.0,,0.0
12,OWR001-01,H2,5,Second Removal,0.0,,0.0
12,OWR001-01,H5,5,Second Removal,0.0,,0.0
12,OWR001-01,E5,5,Second Removal,0.0,,0.0
12,OWR001-01,BL1,63,Second Removal,266.0,,230.0
12,OWR001-01,CL3,63,Second Removal,265.0,,239.0
12,OWR001-01,BL1,66,Second Removal,6886.08,,6629.38
12,OWR001-01,CL3,66,Second Removal,6683.51,,6402.06
12,OWR001-01,H2,66,Second Removal,13872.68,,13176.8
12,OWR001-01,H5,66,Second Removal,13489.18,,12740.72
12,OWR001-01,BL1,67,Second Removal,14.1,,13.75
12,OWR001-01,CL3,67,Second Removal,14.95,,13.71
12,OWR001-01,E2,67,Second Removal,13.87,,13.46
12,OWR001-01,E4,67,Second Removal,13.29,,12.98
12,OWR001-01,H2,67,Second Removal,25.59,,25.78
12,OWR001-01,H5,67,Second Removal,25.94,,25.4
12,OWR001-01,BL1,68,Second Removal,49.78,,46.89
12,OWR001-01,CL3,68,Second Removal,60.05,,51.3
12,OWR001-01,E2,68,Second Removal,52.32,,35.55
12,OWR001-01,E4,68,Second Removal,35.35,,29.83
12,OWR001-01,H2,68,Second Removal,109.78,,94.91
12,OWR001-01,H5,68,Second Removal,135.75,,99.61
12,OWR001-01,CL3,69,Second Removal,0.0,,0.0
12,OWR001-01,H2,69,Second Removal,0.0,,0.0
12,OWR001-01,CL3,70,Second Removal,0.0,,0.0
12,OWR001-01,H2,70,Second Removal,0.0,,0.0
12,OWR001-01,H5 - ALL CPLA CUTLERY,70,Second Removal,34.75,,
12,OWR001-01,BL1,71,Second Removal,0.0,,0.0
12,OWR001-01,CL3,71,Second Removal,0.0,,0.0
12,OWR001-01,E2,71,Second Removal,0.0,,0.0
12,OWR001-01,H1,71,Second Removal,0.0,,0.0
12,OWR001-01,H2,71,Second Removal,0.0,,0.0
12,OWR001-01,H5,71,Second Removal,0.0,,0.0
12,OWR001-01,BL1,72,Second Removal,0.0,,0.0
12,OWR001-01,CL3,72,Second Removal,0.0,,0.0
12,OWR001-01,H1,72,Second Removal,0.0,,0.0
12,OWR001-01,H2,72,Second Removal,0.0,,0.0
12,OWR001-01,H5,72,Second Removal,0.0,,0.0
12,OWR001-01,BL1,73,Second Removal,97.63,,86.42
12,OWR001-01,CL3,73,Second Removal,95.23,,82.01
12,OWR001-01,E2,73,Second Removal,98.53,,76.0
12,OWR001-01,E4,73,Second Removal,93.12,,82.01
12,OWR001-01,H2,73,Second Removal,186.85,,145.29
12,OWR001-01,H5,73,Second Removal,160.81,,148.8
12,OWR001-01,BL1,74,Second Removal,0.0,,0.0
12,OWR001-01,CL3,74,Second Removal,0.0,,0.0
12,OWR001-01,E2,74,Second Removal,0.0,,0.0
12,OWR001-01,H1,74,Second Removal,0.0,,0.0
12,OWR001-01,H2,74,Second Removal,0.0,,0.0
12,OWR001-01,H5,74,Second Removal,0.0,,0.0
12,OWR001-01,BL1,75,Second Removal,675.42,,666.98
12,OWR001-01,CL3,75,Second Removal,307.6,,292.12
12,OWR001-01,E2,75,Second Removal,476.74,,357.13
12,OWR001-01,E4,75,Second Removal,360.51,,314.07
12,OWR001-01,H2,75,Second Removal,675.42,,666.98
12,OWR001-01,H5,75,Second Removal,708.35,,663.32
12,OWR001-01,BL1 - ALL CUTLERY,76,Second Removal,33.42,,
12,OWR001-01,CL3,76,Second Removal,0.0,,0.0
12,OWR001-01,H2,76,Second Removal,0.0,,0.0
12,OWR001-01,BL1,77,Second Removal,0.0,,0.0
12,OWR001-01,CL3,77,Second Removal,0.0,,0.0
12,OWR001-01,E5,77,Second Removal,0.0,,0.0
12,OWR001-01,H1,77,Second Removal,0.0,,0.0
12,OWR001-01,H2,77,Second Removal,0.0,,0.0
12,OWR001-01,H5,77,Second Removal,0.0,,0.0
12,OWR001-01,BL1,78,Second Removal,163.21,,157.78
12,OWR001-01,CL3,78,Second Removal,162.57,,149.66
12,OWR001-01,H2,78,Second Removal,304.4,,299.02
12,OWR001-01,H5,78,Second Removal,297.55,,289.78
15,OWR003-01,Blue Zip Tie #1,52,Second Removal,104.23,,
15,OWR003-01,Blue Zip Tie #1,48,Second Removal,51.9,,
15,OWR003-01,Blue Zip Tie #1,46,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #1,49,Second Removal,30.44,,
15,OWR003-01,Blue Zip Tie #1,56,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #1,57,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #1,47,Second Removal,174.69,,
15,OWR003-01,Blue Zip Tie #1,53,Second Removal,140.66,,
15,OWR003-01,Blue Zip Tie #1,no-match,Second Removal,180.39,,
15,OWR003-01,Blue Zip Tie #2,52,Second Removal,180.39,,
15,OWR003-01,Blue Zip Tie #2,48,Second Removal,91.97,,
15,OWR003-01,Blue Zip Tie #2,46,Second Removal,88.13,,
15,OWR003-01,Blue Zip Tie #2,57,Second Removal,0.81,,
15,OWR003-01,Blue Zip Tie #2,56,Second Removal,0.81,,
15,OWR003-01,Blue Zip Tie #2,47,Second Removal,0.82,,
15,OWR003-01,Blue Zip Tie #2,53,Second Removal,1.03,,
15,OWR003-01,Blue Zip Tie #2,49,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #1,no-match,Second Removal,1.23,,
15,OWR003-01,Blue Zip Tie #3,46,Second Removal,572.07,,
15,OWR003-01,Blue Zip Tie #3,48,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #3,57,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #3,56,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #3,47,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #3,52,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #3,53,Second Removal,786.0,,
15,OWR003-01,Blue Zip Tie #3,49,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #1,no-match,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #4,52,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #4,48,Second Removal,1100.0,,
15,OWR003-01,Blue Zip Tie #4,46,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #4,57,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #4,56,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #4,47,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #4,53,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #4,49,Second Removal,62.89,,
15,OWR003-01,Blue Zip Tie #4,no-match,Second Removal,42.53,,
15,OWR003-01,Blue Zip Tie #5,57,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #5,48,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #5,56,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #5,47,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #5,52,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #5,53,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #5,49,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #5,46,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #5,no-match,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #6,57,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #6,48,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #6,46,Second Removal,0.0,,
15,OWR003-01,Blue Zip Tie #6,56,Second Removal,82.28,,
15,OWR003-01,Blue Zip Tie #6,47,Second Removal,108.79,,
15,OWR003-01,Blue Zip Tie #6,52,Second Removal,45.58,,
15,OWR003-01,Blue Zip Tie #6,53,Second Removal,120.87,,
15,OWR003-01,Blue Zip Tie #6,49,Second Removal,110.24,,
15,OWR003-01,Blue Zip Tie #6,no-match,Second Removal,116.5,,
15,OWR003-01,Yellow Zip Tie #1,50,Second Removal,38.99,,
15,OWR003-01,Yellow Zip Tie #1,54,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #1,60,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #1,58,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #1,51,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #1,45,Second Removal,40.97,,
15,OWR003-01,Yellow Zip Tie #1,59,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #1,55,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #1,no-match,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #2,50,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #2,45,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #2,60,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #2,58,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #2,51,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #2,54,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #2,59,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #2,55,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #2,no-match,Second Removal,2.46,,
15,OWR003-01,Yellow Zip Tie #3,50,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #3,45,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #3,60,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #3,58,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #3,51,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #3,54,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #3,59,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #3,55,Second Removal,91.53,,
15,OWR003-01,Yellow Zip Tie #3,no-match,Second Removal,89.75,,
15,OWR003-01,Yellow Zip Tie #4,50,Second Removal,91.53,,
15,OWR003-01,Yellow Zip Tie #4,45,Second Removal,91.27,,
15,OWR003-01,Yellow Zip Tie #4,60,Second Removal,91.53,,
15,OWR003-01,Yellow Zip Tie #4,58,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #4,51,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #4,54,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #4,59,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #4,55,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #4,no-match,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #5,50,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #5,45,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #5,60,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #5,58,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #5,51,Second Removal,0.0,,
15,OWR003-01,Yellow Zip Tie #5,54,Second Removal,0.0,,
